"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Victoria Harbour","VM2","2023-12-01","1","Middle Water","0.1","0.074","0.3","154","10.9","270","530","0.083","0.031","0.029","8.1","<0.2","32.6","2.8","0.69","4.8","23.5","0.19","0.37","0.48","0.07","4.2","0.003","1.1"
"Victoria Harbour","VM2","2023-12-01","1","Bottom Water","0.2","0.091","0.7","76","5.4","350","1200","0.099","0.029","0.016","8.1","<0.2","32.7","2.8","0.63","3.8","23.5","0.22","0.34","0.47","0.08","4.3","0.004","0.8"
"Victoria Harbour","VM4","2023-01-09","1","Surface Water","0.3","0.038","0.7","87","6.8","460","790","0.033","0.026","<0.002","7.3","1","32.9","2.1","1.1","6.6","18.2","0.1","0.45","0.51","0.07","3.5","<0.001","1.8"
"Victoria Harbour","VM4","2023-01-09","1","Middle Water","0.4","0.031","1","92","7.1","460","780","0.027","0.023","<0.002","7.3","0.5","32.9","2.1","1.1","6.9","18.2","0.08","0.58","0.63","0.07","2.8","<0.001","1.6"
"Victoria Harbour","VM4","2023-01-09","1","Bottom Water","0.3","0.03","0.8","92","7.1","370","630","0.024","0.018","<0.002","7.3","0.4","32.9","2.1","1.1","4.6","18.2","0.07","0.54","0.58","0.08","2.5","<0.001","1"
"Victoria Harbour","VM4","2023-02-13","1","Surface Water","0.2","0.25","1.6","84","6.4","200","300","0.17","0.03","0.037","7.3","1.7","32.7","3.1","0.34","5.8","18.7","0.45","0.41","0.61","0.09","1.4","0.002","1.4"
"Victoria Harbour","VM4","2023-02-13","1","Middle Water","0.3","0.21","2.3","89","6.8","330","540","0.16","0.023","0.03","7.4","1.1","32.8","3.1","0.31","5.9","18.4","0.39","0.56","0.74","0.07","1.9","0.001","1.2"
"Victoria Harbour","VM4","2023-02-13","1","Bottom Water","0.3","0.16","1.1","90","7","130","300","0.12","0.016","0.022","7.4","0.7","32.9","3.1","0.23","7.4","18.3","0.3","0.64","0.78","0.12","2.1","0.001","1.2"
"Victoria Harbour","VM4","2023-03-01","1","Surface Water","0.5","0.094","0.7","90","6.9","40","70","0.083","0.016","<0.002","7.2","0.2","33.4","4.3","0.67","5.3","18.9","0.19","0.74","0.84","0.08","1.8","<0.001","1.5"
"Victoria Harbour","VM4","2023-03-01","1","Middle Water","0.6","0.088","0.5","91","6.9","70","130","0.095","0.013","0.019","7.2","<0.2","33.5","4.3","0.75","1.8","18.9","0.2","0.66","0.77","0.07","2","<0.001","0.9"
"Victoria Harbour","VM4","2023-03-01","1","Bottom Water","0.5","0.06","0.6","91","6.9","180","330","0.067","0.008","0.003","7.2","0.2","33.6","4.3","0.68","2","18.8","0.14","0.15","0.23","0.07","1.8","<0.001","0.9"
"Victoria Harbour","VM4","2023-04-14","1","Surface Water","0.3","0.14","1.4","74","5.3","380","1300","0.11","0.016","0.006","7.1","0.9","33.1","3.1","0.9","4.2","22.5","0.27","0.65","0.78","0.06","1.8","<0.001","1"
"Victoria Harbour","VM4","2023-04-14","1","Middle Water","0.3","0.12","0.9","85","6.1","570","800","0.099","0.014","0.007","7.1","0.7","33.3","3.1","0.85","8.3","22.3","0.23","0.47","0.58","0.06","1.7","<0.001","2"
"Victoria Harbour","VM4","2023-04-14","1","Bottom Water","0.4","0.089","0.8","86","6.2","1100","2300","0.037","0.008","0.003","7.2","0.3","33.5","3.1","0.81","9.9","22.2","0.13","0.59","0.64","0.05","2.1","<0.001","2"
"Victoria Harbour","VM4","2023-05-11","1","Surface Water","0.3","0.059","0.6","76","5.2","1400","3000","0.065","0.008","0.025","7.4","0.8","33.3","2.2","0.51","6","24.1","0.13","0.69","0.76","0.05","2.9","<0.001","0.9"
"Victoria Harbour","VM4","2023-05-11","1","Middle Water","0.2","0.061","1.1","86","6","880","1800","0.055","0.01","<0.002","7.4","0.3","33.3","2.2","0.54","5.6","24.3","0.13","0.63","0.7","0.06","2.7","<0.001","1.1"
"Victoria Harbour","VM4","2023-05-11","1","Bottom Water","<0.1","0.062","1.2","86","6","900","2600","0.058","0.007","<0.002","7.4","0.4","33.3","2.2","0.52","5.7","24.3","0.13","0.71","0.78","0.05","2.9","<0.001","1.9"
"Victoria Harbour","VM4","2023-06-08","1","Surface Water","0.8","0.22","2","112","7.4","160","500","0.19","0.031","0.025","8","1.4","30.3","2.1","1","5.5","27.9","0.44","0.88","1.1","0.06","3.4","0.011","1"
"Victoria Harbour","VM4","2023-06-08","1","Middle Water","0.4","0.2","1.9","165","10.9","680","1400","0.19","0.033","0.011","8","2.6","30.3","2.1","0.94","3.2","27.9","0.42","0.66","0.88","0.06","3.4","0.01","0.7"
"Victoria Harbour","VM4","2023-06-08","1","Bottom Water","0.5","0.18","1.7","72","4.8","700","2100","0.17","0.032","0.023","8","1.5","30.5","2.1","0.86","4.5","27.8","0.38","0.78","0.98","0.06","4.5","0.009","1.4"
"Victoria Harbour","VM4","2023-07-21","1","Surface Water","1.7","0.22","0.4","59","3.9","80","550","0.13","0.026","0.02","7.9","<0.2","31.1","3.1","1.3","6.4","27.2","0.38","0.39","0.55","0.08","2","0.009","2.1"
"Victoria Harbour","VM4","2023-07-21","1","Middle Water","0.4","0.23","0.6","57","3.8","110","800","0.005","0.003","0.007","7.9","0.3","31.2","3.1","0.15","2.2","27.1","0.24","0.37","0.38","0.08","2.1","0.01","0.6"
"Victoria Harbour","VM4","2023-07-21","1","Bottom Water","0.3","0.2","0.4","59","4","210","1500","0.12","0.024","0.023","7.9","<0.2","31.4","3.1","1.3","2.8","27.1","0.34","0.35","0.49","0.07","3","0.009","0.8"
"Victoria Harbour","VM4","2023-08-03","1","Surface Water","1.2","0.15","4.5","113","7.4","190","1800","0.16","0.036","0.019","7.9","3","30.7","1.8","0.91","3.7","28.1","0.35","0.37","0.57","0.07","12.7","0.006","1"
"Victoria Harbour","VM4","2023-08-03","1","Middle Water","0.3","0.13","3.6","89","5.9","290","1400","0.16","0.033","0.017","7.9","2","31","1.8","0.94","7.4","27.5","0.32","0.27","0.46","0.05","13.7","0.005","2.5"
"Victoria Harbour","VM4","2023-08-03","1","Bottom Water","0.1","0.1","3.2","64","4.3","160","530","0.14","0.028","0.016","7.9","1.5","31.6","1.8","0.98","7.4","26.8","0.27","0.27","0.44","0.06","15.6","0.004","1.5"
"Victoria Harbour","VM4","2023-09-13","1","Surface Water","<0.1","0.12","0.3","115","7.8","900","4300","0.14","0.044","0.022","7.8","<0.2","31.1","2.1","1.8","4.6","26.5","0.3","0.28","0.46","0.1","63.8","0.003","1"
"Victoria Harbour","VM4","2023-09-13","1","Middle Water","<0.1","0.11","0.7","64","4.3","1700","4300","0.14","0.041","0.025","7.8","0.8","31.2","2.1","1.7","6.5","26.2","0.29","0.23","0.41","0.1","83","0.003","1.7"
"Victoria Harbour","VM4","2023-09-13","1","Bottom Water","<0.1","0.1","0.9","55","3.7","560","880","0.13","0.04","0.013","7.8","<0.2","31.2","2.1","1.6","5.4","26.2","0.27","0.16","0.33","0.09","70.4","0.003","1.6"
"Victoria Harbour","VM4","2023-10-06","1","Surface Water","0.4","0.075","3","84","5.4","50","130","0.063","0.009","0.009","7.9","0.9","31.9","2.4","0.68","7","29.3","0.15","0.22","0.29","0.06","5.4","0.003","2.3"
"Victoria Harbour","VM4","2023-10-06","1","Middle Water","0.3","0.075","2.2","79","5.1","40","180","0.055","0.01","0.006","7.9","0.6","31.9","2.4","0.66","9.6","29.3","0.14","0.24","0.31","0.08","3.8","0.003","3"
"Victoria Harbour","VM4","2023-10-06","1","Bottom Water","0.2","0.056","1.1","66","4.2","50","80","0.033","0.008","0.008","7.9","0.8","32","2.4","0.66","12","29.3","0.1","0.19","0.23","0.07","4.6","0.002","3.2"
"Victoria Harbour","VM4","2023-11-01","1","Surface Water","0.5","0.069","6.1","96","6.4","40","180","0.13","0.043","0.01","7.8","2.5","32","2.7","0.69","2.8","26.4","0.24","0.19","0.36","0.06","3.1","0.002","0.8"
"Victoria Harbour","VM4","2023-11-01","1","Middle Water","0.4","0.057","5.4","79","5.3","20","160","0.1","0.042","0.006","7.8","1.5","32","2.7","0.6","2.5","26.4","0.2","0.23","0.37","0.06","3.9","0.002","1"
"Victoria Harbour","VM4","2023-11-01","1","Bottom Water","0.4","0.041","5.2","71","4.8","230","550","0.074","0.033","0.004","7.8","1.1","32.1","2.7","0.5","4.1","26.3","0.15","0.3","0.41","0.05","4.3","0.001","1.1"
"Victoria Harbour","VM4","2023-12-01","1","Surface Water","0.3","0.13","0.7","109","8.5","740","1400","0.1","0.032","0.019","8.1","0.4","16.6","3.1","0.79","3.5","22.8","0.26","0.47","0.6","0.08","3.7","0.007","0.8"
"Victoria Harbour","VM4","2023-12-01","1","Middle Water","0.1","0.1","0.8","157","11.1","360","900","0.095","0.031","0.016","8.1","<0.2","32.6","3.1","0.68","1.4","23.6","0.23","0.33","0.46","0.07","3.8","0.005","<0.5"
"Victoria Harbour","VM4","2023-12-01","1","Bottom Water","<0.1","0.11","0.6","121","8.5","220","440","0.094","0.03","0.016","8.1","0.4","32.7","3.1","0.74","7","23.6","0.23","0.43","0.55","0.11","4.2","0.005","1.4"
"Victoria Harbour","VM5","2023-01-09","1","Surface Water","0.2","0.074","1.9","76","5.8","120","200","0.079","0.031","0.012","7.3","<0.2","32.9","2.4","1","7.1","18.4","0.18","0.58","0.69","0.07","1.7","<0.001","2.3"
"Victoria Harbour","VM5","2023-01-09","1","Middle Water","0.3","0.07","1.4","87","6.7","180","210","0.078","0.034","0.018","7.3","<0.2","32.9","2.4","1","5","18.4","0.18","0.6","0.71","0.07","2.1","<0.001","1.7"
"Victoria Harbour","VM5","2023-01-09","1","Bottom Water","0.2","0.081","0.8","86","6.6","270","490","0.09","0.032","0.019","7.3","0.7","32.9","2.4","1","7.4","18.4","0.2","0.66","0.78","0.08","1.7","<0.001","1.4"
"Victoria Harbour","VM5","2023-02-13","1","Surface Water","0.4","0.19","1.2","81","6.2","40","120","0.12","0.011","0.021","7.4","1.6","32.8","2.9","0.18","5.4","18.7","0.32","0.37","0.5","0.08","0.1","0.001","1.4"
"Victoria Harbour","VM5","2023-02-13","1","Middle Water","0.3","0.18","1.2","86","6.6","180","340","0.12","0.01","0.02","7.4","1.7","32.6","2.9","0.22","7.6","18.6","0.31","0.52","0.65","0.06","2","0.001","1.6"
"Victoria Harbour","VM5","2023-02-13","1","Bottom Water","<0.1","0.19","0.8","84","6.5","180","510","0.12","0.011","0.018","7.4","0.6","32.7","2.9","0.2","7.6","18.5","0.32","0.63","0.76","0.06","2.4","0.001","1.3"
"Victoria Harbour","VM5","2023-03-01","1","Surface Water","0.6","0.13","0.5","91","6.9","10","30","0.13","0.021","0.018","7.3","0.2","33.3","3.7","0.71","4.5","19","0.28","0.59","0.74","0.07","4.8","<0.001","1.3"
"Victoria Harbour","VM5","2023-03-01","1","Middle Water","0.9","0.14","0.8","92","7","<10","40","0.12","0.019","0.019","7.3","<0.2","33.4","3.7","0.72","0.5","18.9","0.28","0.59","0.73","0.06","1.6","<0.001","<0.5"
"Victoria Harbour","VM5","2023-03-01","1","Bottom Water","0.6","0.13","0.6","91","6.9","40","50","0.12","0.019","0.014","7.3","0.6","33.4","3.7","0.73","3.4","18.9","0.27","0.3","0.44","0.08","1.6","<0.001","1.2"
"Victoria Harbour","VM5","2023-04-14","1","Surface Water","0.2","0.16","1.5","77","5.5","320","450","0.13","0.015","0.009","7.1","0.4","33","3.2","0.93","6.9","22.5","0.31","0.54","0.69","0.06","1.3","<0.001","1.4"
"Victoria Harbour","VM5","2023-04-14","1","Middle Water","0.2","0.15","1","81","5.8","380","850","0.12","0.014","0.011","7.1","<0.2","33.1","3.2","0.97","14","22.4","0.28","0.47","0.6","0.06","2.1","<0.001","2.6"
"Victoria Harbour","VM5","2023-04-14","1","Bottom Water","0.2","0.15","0.8","81","5.8","560","1300","0.11","0.015","0.006","7.1","<0.2","33.2","3.2","0.85","10","22.3","0.28","0.78","0.91","0.06","3.2","<0.001","2"
"Victoria Harbour","VM5","2023-05-11","1","Surface Water","0.3","0.072","1","86","5.9","210","540","0.083","0.01","0.019","7.4","<0.2","33.2","2.7","0.63","8.7","24.3","0.17","0.77","0.86","0.06","3.7","<0.001","1.3"
"Victoria Harbour","VM5","2023-05-11","1","Middle Water","0.3","0.075","0.9","84","5.8","460","1300","0.076","0.011","0.021","7.4","0.5","33.2","2.7","0.64","7.7","24.3","0.16","0.59","0.68","0.06","3.5","<0.001","1.6"
"Victoria Harbour","VM5","2023-05-11","1","Bottom Water","0.1","0.073","0.7","84","5.8","310","1100","0.078","0.009","<0.002","7.4","0.6","33.2","2.7","0.65","11","24.3","0.16","0.75","0.84","0.06","3.9","<0.001","3.2"
"Victoria Harbour","VM5","2023-06-08","1","Surface Water","0.4","0.24","1.5","107","7","330","1100","0.22","0.031","0.026","7.9","1","29.9","2.4","1.1","6.6","28.1","0.49","0.7","0.95","0.06","12.9","0.012","1.2"
"Victoria Harbour","VM5","2023-06-08","1","Middle Water","0.4","0.24","1.2","155","10.3","1300","2600","0.21","0.031","0.026","7.9","1.1","30","2.4","1.1","10","28","0.48","0.67","0.91","0.06","3.9","0.012","1.6"
"Victoria Harbour","VM5","2023-06-08","1","Bottom Water","0.3","0.2","1.1","94","6.2","500","1900","0.19","0.03","0.024","8","1.3","30.3","2.4","0.97","3.7","27.8","0.42","0.82","1.04","0.06","3.6","0.01","1"
"Victoria Harbour","VM5","2023-07-21","1","Surface Water","1.7","0.25","0.8","52","3.5","200","1600","0.14","0.026","0.019","7.9","0.4","30.9","2.7","1.4","4.2","27.3","0.42","0.42","0.59","0.08","2","0.01","1.5"
"Victoria Harbour","VM5","2023-07-21","1","Middle Water","1.6","0.22","0.5","53","3.5","800","2800","0.12","0.026","0.019","7.9","0.4","31.2","2.7","1.4","7","26.9","0.37","0.4","0.55","0.08","4.4","0.009","1.2"
"Victoria Harbour","VM5","2023-07-21","1","Bottom Water","1.6","0.21","0.3","54","3.6","180","1500","0.11","0.023","0.023","7.9","0.2","31.3","2.7","1.4","5.7","27","0.34","0.37","0.5","0.07","4.1","0.009","1.2"
"Victoria Harbour","VM5","2023-08-03","1","Surface Water","0.7","0.18","4.5","64","4.3","340","2000","0.18","0.04","0.02","7.9","2.6","30.3","2.3","1.1","5.9","28.2","0.4","0.32","0.54","0.06","14.1","0.007","1.2"
"Victoria Harbour","VM5","2023-08-03","1","Middle Water","0.6","0.18","4.2","60","4","310","950","0.2","0.04","0.018","7.8","3.6","30.4","2.3","1.2","5.1","27.9","0.42","0.35","0.59","0.06","14.4","0.007","1.2"
"Victoria Harbour","VM5","2023-08-03","1","Bottom Water","0.5","0.17","4","60","4","620","2100","0.18","0.039","0.02","7.8","2.5","30.4","2.3","1.1","4.6","27.8","0.39","0.35","0.57","0.06","10.7","0.006","1"
"Victoria Harbour","VM5","2023-09-13","1","Surface Water","<0.1","0.13","0.7","64","4.4","2300","5600","0.14","0.042","0.026","7.8","<0.2","31.1","2.6","1.8","7.6","26.1","0.31","0.27","0.45","0.1","88","0.004","1.5"
"Victoria Harbour","VM5","2023-09-13","1","Middle Water","<0.1","0.12","0.6","66","4.5","3500","7800","0.14","0.04","0.005","7.8","<0.2","31.3","2.6","1.7","11","26","0.3","0.24","0.42","0.1","13.4","0.003","2.1"
"Victoria Harbour","VM5","2023-09-13","1","Bottom Water","<0.1","0.12","0.8","65","4.4","2300","12000","0.14","0.04","0.026","7.8","0.5","31.4","2.6","1.7","13","26","0.3","0.29","0.47","0.1","10.4","0.003","3"
"Victoria Harbour","VM5","2023-10-06","1","Surface Water","0.5","0.085","0.8","82","5.3","10","90","0.078","0.012","0.013","7.8","0.3","31.7","2.4","0.71","8.9","29.5","0.18","0.2","0.29","0.07","3.9","0.004","2.6"
"Victoria Harbour","VM5","2023-10-06","1","Middle Water","0.3","0.078","2.6","83","5.3","170","320","0.058","0.01","0.01","7.9","2.3","31.9","2.4","0.68","11","29.4","0.15","0.24","0.31","0.07","3.9","0.003","3.4"
"Victoria Harbour","VM5","2023-10-06","1","Bottom Water","0.4","0.049","0.9","82","5.3","200","520","0.029","0.007","0.007","7.9","0.3","32.2","2.4","0.62","13","29.3","0.09","0.17","0.21","0.07","5.8","0.002","3"
"Victoria Harbour","VM5","2023-11-01","1","Surface Water","0.4","0.097","4.7","106","7.1","150","430","0.14","0.05","0.025","7.8","2.8","31.8","2.4","0.81","5.3","26.2","0.29","0.23","0.42","0.07","7.2","0.003","3"
"Victoria Harbour","VM5","2023-11-01","1","Middle Water","1","0.095","5.1","119","8","130","340","0.15","0.053","0.01","7.7","0.9","31.8","2.4","0.79","3.3","26.4","0.3","0.23","0.43","0.07","3.5","0.003","0.8"
"Victoria Harbour","VM5","2023-11-01","1","Bottom Water","0.9","0.1","5.2","89","6","150","330","0.15","0.052","0.019","7.7","0.9","31.9","2.4","0.75","3.4","26.4","0.3","0.3","0.5","0.07","3.8","0.003","1.1"
"Victoria Harbour","VM5","2023-12-01","1","Surface Water","0.3","0.16","1","107","8.4","500","900","0.12","0.036","0.013","8","<0.2","16.3","2.6","0.82","3.1","22.5","0.32","0.44","0.6","0.07","4.1","0.008","0.8"
"Victoria Harbour","VM5","2023-12-01","1","Middle Water","<0.1","0.16","0.4","144","10.1","290","1000","0.12","0.036","0.021","8","<0.2","32.3","2.6","0.8","2.1","23.7","0.32","0.47","0.63","0.12","3.8","0.007","<0.5"
"Victoria Harbour","VM5","2023-12-01","1","Bottom Water","0.4","0.17","<0.2","151","10.7","290","800","0.12","0.039","0.024","8","<0.2","32.4","2.6","0.85","2.8","23.6","0.33","0.47","0.63","0.1","3.7","0.007","0.7"
"Victoria Harbour","VM6","2023-01-09","1","Surface Water","<0.1","0.086","1","84","6.5","900","1600","0.071","0.031","0.012","7.3","1","32.8","2.3","1","8.7","18.4","0.19","0.74","0.84","0.1","1.9","<0.001","2.6"
"Victoria Harbour","VM6","2023-01-09","1","Middle Water","0.3","0.085","1.4","86","6.6","1800","2700","0.045","0.04","<0.002","7.3","0.5","32.8","2.3","1","6.1","18.4","0.17","0.7","0.79","0.1","2.3","<0.001","1.7"
"Victoria Harbour","VM6","2023-01-09","1","Bottom Water","0.1","0.086","0.7","86","6.6","3100","4400","0.084","0.037","0.012","7.3","0.6","32.9","2.3","1","6.6","18.4","0.21","0.59","0.71","0.08","1.9","<0.001","1.5"
"Victoria Harbour","VM6","2023-02-13","1","Surface Water","0.2","0.19","1.4","78","6","60","140","0.12","0.01","0.021","7.4","1.6","32.7","2.7","0.21","7.7","18.8","0.32","0.43","0.56","0.1","9.3","0.001","2"
"Victoria Harbour","VM6","2023-02-13","1","Middle Water","0.3","0.2","1.7","86","6.6","120","330","0.12","0.011","0.018","7.4","1.3","32.6","2.7","0.2","9.7","18.6","0.33","0.64","0.77","0.06","2.4","0.001","2.1"
"Victoria Harbour","VM6","2023-02-13","1","Bottom Water","0.3","0.19","0.9","86","6.6","240","450","0.12","0.011","0.019","7.4","0.6","32.6","2.7","0.29","9.8","18.5","0.32","0.7","0.83","0.14","2.8","0.001","1.7"
"Victoria Harbour","VM6","2023-03-01","1","Surface Water","0.7","0.12","0.8","86","6.5","10","60","0.11","0.016","0.006","7.2","0.8","33.4","2.8","0.68","1.4","19.1","0.25","0.5","0.63","0.07","4.1","<0.001","0.7"
"Victoria Harbour","VM6","2023-03-01","1","Middle Water","0.8","0.16","0.5","89","6.8","60","130","0.11","0.015","0.018","7.2","0.3","33.4","2.8","0.7","6","19","0.29","0.56","0.69","0.06","1.7","<0.001","1.6"
"Victoria Harbour","VM6","2023-03-01","1","Bottom Water","0.5","0.11","0.7","89","6.8","70","280","0.082","0.016","<0.002","7.2","<0.2","33.4","2.8","0.71","5.8","18.9","0.21","0.2","0.3","0.07","1.6","<0.001","1.2"
"Victoria Harbour","VM6","2023-04-14","1","Surface Water","0.3","0.2","0.9","77","5.5","430","1500","0.13","0.014","0.011","7.1","<0.2","32.8","3.1","1","8.8","22.7","0.34","0.72","0.86","0.06","1.4","<0.001","1.7"
"Victoria Harbour","VM6","2023-04-14","1","Middle Water","0.2","0.19","1","81","5.8","1000","1400","0.14","0.014","0.013","7.1","<0.2","33","3.1","1","4.6","22.5","0.34","0.67","0.82","0.06","1.9","<0.001","1.2"
"Victoria Harbour","VM6","2023-04-14","1","Bottom Water","0.4","0.16","1.1","77","5.5","450","1100","0.12","0.014","<0.002","7.1","<0.2","33.1","3.1","1","10","22.4","0.29","0.55","0.68","0.06","2.8","<0.001","2.1"
"Victoria Harbour","VM6","2023-05-11","1","Surface Water","0.5","0.09","0.7","95","6.6","230","510","0.093","0.013","0.021","7.4","1","33","2.4","0.65","6.6","24.2","0.2","0.65","0.76","0.06","2.6","<0.001","1.4"
"Victoria Harbour","VM6","2023-05-11","1","Middle Water","1.6","0.085","1.4","76","5.3","300","570","0.091","0.012","0.02","7.4","0.6","33","2.4","0.63","6","24.3","0.19","0.63","0.73","0.05","2.8","<0.001","1.4"
"Victoria Harbour","VM6","2023-05-11","1","Bottom Water","0.2","0.089","0.7","83","5.7","170","310","0.11","0.013","0.021","7.4","0.9","33","2.4","0.61","7.2","24.3","0.21","0.72","0.84","0.06","3","<0.001","2.2"
"Victoria Harbour","VM6","2023-06-08","1","Surface Water","1.1","0.23","1.4","108","7.1","3400","7700","0.24","0.032","0.023","7.9","1.5","29.5","2.3","1.2","5.6","28.2","0.5","0.64","0.91","0.06","4","0.011","1"
"Victoria Harbour","VM6","2023-06-08","1","Middle Water","1","0.23","1.2","86","5.7","3600","6300","0.24","0.032","0.024","8","0.9","29.9","2.3","1.2","7","28","0.5","0.65","0.92","0.06","3.8","0.011","1"
"Victoria Harbour","VM6","2023-06-08","1","Bottom Water","0.6","0.21","1.5","62","4.1","2300","7800","0.2","0.03","0.025","8","1.2","30.8","2.3","1","9.2","27.7","0.44","0.8","1.03","0.06","4.1","0.011","1.5"
"Victoria Harbour","VM6","2023-07-21","1","Surface Water","<0.1","0.27","0.3","55","3.7","200","1500","0.14","0.027","0.019","7.9","0.3","30.8","2.1","1.5","4.1","27.2","0.44","0.43","0.6","0.08","2.5","0.01","1.3"
"Victoria Harbour","VM6","2023-07-21","1","Middle Water","<0.1","0.24","0.6","54","3.6","180","2000","0.13","0.029","0.021","7.9","0.2","31.1","2.1","1.4","4.8","26.9","0.4","0.43","0.59","0.08","3.9","0.009","1.4"
"Victoria Harbour","VM6","2023-07-21","1","Bottom Water","0.9","0.22","<0.2","53","3.6","90","1100","0.12","0.024","0.02","7.9","<0.2","31.3","2.1","1.5","4.8","27","0.36","0.44","0.58","0.08","5.3","0.009","0.8"
"Victoria Harbour","VM6","2023-08-03","1","Surface Water","2.3","0.25","7.6","85","5.6","40","90","0.19","0.045","0.02","7.9","4","29.7","2.7","1.2","2.9","28.5","0.49","0.37","0.61","0.06","10.7","0.011","1"
"Victoria Harbour","VM6","2023-08-03","1","Middle Water","1.4","0.21","6.6","64","4.2","120","480","0.19","0.042","0.02","7.9","4.3","30.1","2.7","1.1","5.7","28.3","0.44","0.36","0.59","0.06","12.6","0.009","1.6"
